id,asunto,cuerpo,es_spam
4693,Consigue tu premio hoy mismo,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4694,¡Increíbles descuentos solo por hoy!,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4695,Descubre las mejores ofertas ahora,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4696,Tu cuenta ha sido bloqueada,Reclama tu recompensa completando esta simple encuesta...,1
4697,Haz clic aquí para ganar,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4698,¡Increíbles descuentos solo por hoy!,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4699,Actualización de tu cuenta bancaria,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4700,Consigue tu premio hoy mismo,Haz clic aquí para desbloquear tu cuenta y evitar sanciones...,1
4701,Recibe una recompensa por tu lealtad,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4702,Oferta especial solo por hoy,Reclama tu recompensa completando esta simple encuesta...,1
4703,Consigue tu premio hoy mismo,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4704,Descubre las mejores ofertas ahora,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4705,Descubre las mejores ofertas ahora,Haz clic aquí para desbloquear tu cuenta y evitar sanciones...,1
4706,Consigue tu premio hoy mismo,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4707,Tu cuenta ha sido bloqueada,Aprovecha nuestra oferta del 50% de descuento en productos seleccionados,1
4708,Actualización de tu cuenta bancaria,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4709,Oferta especial solo por hoy,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4710,Consigue tu premio hoy mismo,Reclama tu recompensa completando esta simple encuesta...,1
4711,Tu cuenta ha sido bloqueada,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4712,Consigue tu premio hoy mismo,Aprovecha nuestra oferta del 50% de descuento en productos seleccionados,1
4713,Tu cuenta ha sido bloqueada,Reclama tu recompensa completando esta simple encuesta...,1
4714,¡Gana dinero rápido!,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4715,Descubre las mejores ofertas ahora,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4716,¡Recibe una tarjeta regalo gratis!,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4717,Tu cuenta ha sido bloqueada,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4718,Recibe una recompensa por tu lealtad,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4719,Actualización de tu cuenta bancaria,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4720,Oferta especial solo por hoy,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4721,Consigue tu premio hoy mismo,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4722,¡Recibe una tarjeta regalo gratis!,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4723,Haz clic aquí para ganar,Reclama tu recompensa completando esta simple encuesta...,1
4724,¡Gana dinero rápido!,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4725,¡Increíbles descuentos solo por hoy!,Por favor actualiza tus datos de cuenta para evitar problemas...,1
4726,¡Increíbles descuentos solo por hoy!,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4727,¡Gana dinero rápido!,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4728,Recibe una recompensa por tu lealtad,Haz clic aquí para desbloquear tu cuenta y evitar sanciones...,1
4729,Haz clic aquí para ganar,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4730,¡Recibe una tarjeta regalo gratis!,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4731,Descubre las mejores ofertas ahora,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4732,Tu cuenta ha sido bloqueada,Reclama tu recompensa completando esta simple encuesta...,1
4733,¡Recibe una tarjeta regalo gratis!,Aprovecha nuestra oferta del 50% de descuento en productos seleccionados,1
4734,Tu cuenta ha sido bloqueada,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4735,Oferta especial solo por hoy,Reclama tu recompensa completando esta simple encuesta...,1
4736,Recibe una recompensa por tu lealtad,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4737,Tu cuenta ha sido bloqueada,Reclama tu recompensa completando esta simple encuesta...,1
4738,Recibe una recompensa por tu lealtad,Aprovecha nuestra oferta del 50% de descuento en productos seleccionados,1
4739,Descubre las mejores ofertas ahora,Por favor actualiza tus datos de cuenta para evitar problemas...,1
4740,Descubre las mejores ofertas ahora,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4741,Oferta especial solo por hoy,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4742,Oferta especial solo por hoy,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4743,Recibe una recompensa por tu lealtad,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4744,Descubre las mejores ofertas ahora,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4745,¡Recibe una tarjeta regalo gratis!,Por favor actualiza tus datos de cuenta para evitar problemas...,1
4746,Haz clic aquí para ganar,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4747,Oferta especial solo por hoy,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4748,¡Recibe una tarjeta regalo gratis!,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4749,Recibe una recompensa por tu lealtad,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4750,Consigue tu premio hoy mismo,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4751,Oferta especial solo por hoy,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4752,¡Increíbles descuentos solo por hoy!,Aprovecha nuestra oferta del 50% de descuento en productos seleccionados,1
4753,Consigue tu premio hoy mismo,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4754,Oferta especial solo por hoy,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4755,¡Increíbles descuentos solo por hoy!,Reclama tu recompensa completando esta simple encuesta...,1
4756,¡Recibe una tarjeta regalo gratis!,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4757,¡Gana dinero rápido!,Reclama tu recompensa completando esta simple encuesta...,1
4758,Recibe una recompensa por tu lealtad,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4759,¡Gana dinero rápido!,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4760,Oferta especial solo por hoy,Por favor actualiza tus datos de cuenta para evitar problemas...,1
4761,Tu cuenta ha sido bloqueada,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4762,Descubre las mejores ofertas ahora,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4763,¡Gana dinero rápido!,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4764,Actualización de tu cuenta bancaria,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4765,Oferta especial solo por hoy,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4766,Recibe una recompensa por tu lealtad,Haz clic aquí para desbloquear tu cuenta y evitar sanciones...,1
4767,Consigue tu premio hoy mismo,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4768,Oferta especial solo por hoy,Por favor actualiza tus datos de cuenta para evitar problemas...,1
4769,¡Recibe una tarjeta regalo gratis!,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4770,Descubre las mejores ofertas ahora,Haz clic aquí para desbloquear tu cuenta y evitar sanciones...,1
4771,Haz clic aquí para ganar,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4772,Consigue tu premio hoy mismo,Aprovecha nuestra oferta del 50% de descuento en productos seleccionados,1
4773,Consigue tu premio hoy mismo,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4774,Descubre las mejores ofertas ahora,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4775,Haz clic aquí para ganar,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4776,Recibe una recompensa por tu lealtad,Aprovecha nuestra oferta del 50% de descuento en productos seleccionados,1
4777,Actualización de tu cuenta bancaria,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4778,Tu cuenta ha sido bloqueada,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4779,¡Increíbles descuentos solo por hoy!,Haz clic aquí para desbloquear tu cuenta y evitar sanciones...,1
4780,Consigue tu premio hoy mismo,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4781,Actualización de tu cuenta bancaria,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4782,Consigue tu premio hoy mismo,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4783,Descubre las mejores ofertas ahora,Haz clic aquí para desbloquear tu cuenta y evitar sanciones...,1
4784,Recibe una recompensa por tu lealtad,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4785,¡Gana dinero rápido!,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4786,Haz clic aquí para ganar,Por favor actualiza tus datos de cuenta para evitar problemas...,1
4787,¡Gana dinero rápido!,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4788,Tu cuenta ha sido bloqueada,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4789,Descubre las mejores ofertas ahora,Haz clic aquí para desbloquear tu cuenta y evitar sanciones...,1
4790,¡Gana dinero rápido!,Reclama tu recompensa completando esta simple encuesta...,1
4791,¡Recibe una tarjeta regalo gratis!,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4792,Recibe una recompensa por tu lealtad,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4793,Haz clic aquí para ganar,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4794,Oferta especial solo por hoy,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4795,Recibe una recompensa por tu lealtad,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4796,Oferta especial solo por hoy,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4797,Haz clic aquí para ganar,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4798,¡Recibe una tarjeta regalo gratis!,Reclama tu recompensa completando esta simple encuesta...,1
4799,Recibe una recompensa por tu lealtad,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4800,¡Recibe una tarjeta regalo gratis!,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4801,¡Increíbles descuentos solo por hoy!,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4802,Actualización de tu cuenta bancaria,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4803,Oferta especial solo por hoy,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4804,¡Increíbles descuentos solo por hoy!,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4805,Recibe una recompensa por tu lealtad,Reclama tu recompensa completando esta simple encuesta...,1
4806,¡Gana dinero rápido!,Haz clic aquí para desbloquear tu cuenta y evitar sanciones...,1
4807,Oferta especial solo por hoy,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4808,Descubre las mejores ofertas ahora,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4809,¡Recibe una tarjeta regalo gratis!,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4810,Actualización de tu cuenta bancaria,Aprovecha nuestra oferta del 50% de descuento en productos seleccionados,1
4811,Descubre las mejores ofertas ahora,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4812,¡Increíbles descuentos solo por hoy!,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4813,Descubre las mejores ofertas ahora,Por favor actualiza tus datos de cuenta para evitar problemas...,1
4814,¡Increíbles descuentos solo por hoy!,Descubre cómo puedes ganar dinero desde casa con este método probado...,1
4815,Consigue tu premio hoy mismo,Participa ahora y recibe una tarjeta regalo por valor de $500...,1
4816,Actualización de tu cuenta bancaria,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4817,Recibe una recompensa por tu lealtad,Por favor actualiza tus datos de cuenta para evitar problemas...,1
4818,Haz clic aquí para ganar,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4819,Actualización de tu cuenta bancaria,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
4820,Descubre las mejores ofertas ahora,Por favor actualiza tus datos de cuenta para evitar problemas...,1
4821,Recibe una recompensa por tu lealtad,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4822,¡Gana dinero rápido!,Aprovecha nuestra oferta del 50% de descuento en productos seleccionados,1
4823,Recibe una recompensa por tu lealtad,Aprovecha nuestra oferta del 50% de descuento en productos seleccionados,1
4824,Consigue tu premio hoy mismo,No pierdas esta oportunidad única de ahorrar mucho dinero...,1
4825,¡Gana dinero rápido!,Por favor actualiza tus datos de cuenta para evitar problemas...,1
4826,¡Recibe una tarjeta regalo gratis!,Increíbles descuentos solo por hoy en una amplia gama de productos...,1
4827,¡Gana dinero rápido!,"Las mejores ofertas solo disponibles para ti, ¡haz clic aquí ahora!",1
4828,Consigue tu premio hoy mismo,Aprovecha nuestra oferta del 50% de descuento en productos seleccionados,1
4829,Haz clic aquí para ganar,Por favor actualiza tus datos de cuenta para evitar problemas...,1
4830,Recibe una recompensa por tu lealtad,Haz clic aquí para desbloquear tu cuenta y evitar sanciones...,1
4831,Tu cuenta ha sido bloqueada,Accede a tu premio ahora haciendo clic en el siguiente enlace...,1
